id_comptag,id_ign,src_cpt,coment_cpt,coment_tmj_f,obs_tmja,obs_pc_pl,ann_pt,ann_pc_pl,tmja,pc_pl,obs_supl,id_sect,src_sect,autor_sect,obs_vts,id_cpt1
Brives-avenue_ribot-1.5111;45.1647,TRONROUT0000000097388264;TRONROUT0000000097388237;TRONROUT0000000097388320;TRONROUT0000000097388334;TRONROUT0000000097392530;TRONROUT0000000097392497;TRONROUT0000000097391056;TRONROUT0000000097392528;TRONROUT0000000097388258;TRONROUT0000000097388282;TRONROUT0000000097388259;TRONROUT0000000097388265;TRONROUT0000000097388318;TRONROUT0000000097391065;TRONROUT0000000097392506;TRONROUT0000000097391041;TRONROUT0000000097388238;TRONROUT0000000097388263;TRONROUT0000000097388262;TRONROUT0000000097392526;TRONROUT0000000097388261;TRONROUT0000000097388332;TRONROUT0000000097388325;TRONROUT0000000097388260,otv,linearisation,,,,2023,2023,9999,9.99,,,,,
