id_comptag,id_ign,id_simpli,src_cpt,coment_cpt,coment_tmj_f,obs_tmja,obs_pc_pl,obs_supl,id_sect,src_sect,autor_sect,obs_vts,id_cpt1
Brives-avenue_ribot-1.5111;45.1647,TRONROUT0000000097385666;TRONROUT0000000097387628;TRONROUT0000000097347237,,otv,linearisation,,,,,,,,
Brives-avenue_ribot-1.5011;45.1647,,285266;292167;350917,otv,linearisation,,,,,,,,
